name,value,year,lastValue,rank
Coca-Cola,71156.5,2010.5,71015.6000000001,1
Coca-Cola,71100.1999999997,2000.4,71459.4000000002,1
Coca-Cola,71080.6000000003,2016.6,71417.5,4
IBM,71030.4000000003,2011.2,70467.6999999995,2
Coca-Cola,71015.6000000001,2010.4,70874.6999999999,1
Coca-Cola,70874.6999999999,2010.3,70733.8000000001,1
IBM,70814.1999999997,2014.2,71529.1000000006,4
Microsoft,70744.9999999995,2015.6,70232.5,4
Coca-Cola,70743.6999999999,2016.7,71080.6000000003,4
Coca-Cola,70741,2000.5,71100.1999999997,1
Coca-Cola,70733.8000000001,2010.2,70592.8999999999,1
Coca-Cola,70592.8999999999,2010.1,70452,1
IBM,70467.6999999995,2011.1,69905,2
Coca-Cola,70453,2003,70371.4000000001,1
Coca-Cola,70452,2010,70280.2000000002,1
Coca-Cola,70406.8000000001,2016.8,70743.6999999999,4
Coca-Cola,70381.8000000003,2000.6,70741,1
Coca-Cola,70371.4000000001,2002.9,70289.8,1
Coca-Cola,70289.8,2002.8,70208.2,1
Coca-Cola,70280.2000000002,2009.9,70108.3999999999,1
Microsoft,70232.5,2015.5,69720.0000000005,4
Coca-Cola,70208.2,2002.7,70126.5999999999,1
Microsoft,70196,2000,70196,2
Coca-Cola,70147.1000000003,2003.1,70453,1
Coca-Cola,70126.5999999999,2002.6,70045,1
Coca-Cola,70108.3999999999,2009.8,69936.6000000001,1
IBM,70099.3000000003,2014.3,70814.1999999997,4
Coca-Cola,70069.8999999997,2016.9,70406.8000000001,4
Coca-Cola,70045,2002.5,69963.4000000001,1
Coca-Cola,70022.5999999998,2000.7,70381.8000000003,1
Coca-Cola,69963.4000000001,2002.4,69881.8,1
Coca-Cola,69936.6000000001,2009.7,69764.7999999998,1
IBM,69905,2011,69387.2000000005,2
Coca-Cola,69881.8,2002.3,69800.2,1
Coca-Cola,69841.1999999999,2003.2,70147.1000000003,1
Coca-Cola,69800.2,2002.2,69718.5999999999,1
Coca-Cola,69764.7999999998,2009.6,69593,1
Coca-Cola,69733,2017,70069.8999999997,4
Google,69726,2012,68285.1000000013,4
Microsoft,69720.0000000005,2015.4,69207.4999999998,4
Coca-Cola,69718.5999999999,2002.1,69637,1
Microsoft,69683.2000000005,2000.1,70196,2
Coca-Cola,69663.4000000002,2000.8,70022.5999999998,1
Coca-Cola,69637,2002,69567.8000000001,1
Coca-Cola,69593,2009.5,69421.2000000002,1
Coca-Cola,69567.8000000001,2001.9,69498.6,1
Coca-Cola,69535.3000000001,2003.3,69841.1999999999,1
Coca-Cola,69498.6,2001.8,69429.4,1
Coca-Cola,69429.4,2001.7,69360.1999999999,1
Coca-Cola,69421.2000000002,2009.4,69249.3999999999,1
Coca-Cola,69393.8000000003,2017.1,69733,4
IBM,69387.2000000005,2010.9,68869.3999999998,2
IBM,69384.3999999994,2014.4,70099.3000000003,4
Coca-Cola,69360.1999999999,2001.6,69291,1
Coca-Cola,69304.1999999997,2000.9,69663.4000000002,1
Coca-Cola,69291,2001.5,69221.8000000001,1
Coca-Cola,69249.3999999999,2009.3,69077.6000000001,1
Coca-Cola,69229.3999999997,2003.4,69535.3000000001,1
Coca-Cola,69221.8000000001,2001.4,69152.6,1
Microsoft,69207.4999999998,2015.3,68695.0000000002,4
Microsoft,69170.3999999998,2000.2,69683.2000000005,2
Coca-Cola,69152.6,2001.3,69083.4,1
Coca-Cola,69083.4,2001.2,69014.1999999999,1
Coca-Cola,69077.6000000001,2009.2,68905.7999999998,1
Coca-Cola,69054.5999999998,2017.2,69393.8000000003,5
Coca-Cola,69014.1999999999,2001.1,68945,1
Coca-Cola,68945,2001,69304.1999999997,1
Coca-Cola,68923.5,2003.5,69229.3999999997,1
Coca-Cola,68905.7999999998,2009.1,68734,1
IBM,68869.3999999998,2010.8,68351.6000000002,2
Coca-Cola,68734,2009,68527.3000000002,1
Coca-Cola,68715.4000000002,2017.3,69054.5999999998,5
Microsoft,68695.0000000002,2015.2,68182.4999999995,4
IBM,68669.5,2014.5,69384.3999999994,4
Microsoft,68657.6000000002,2000.3,69170.3999999998,2
Coca-Cola,68617.6000000003,2003.6,68923.5,1
Coca-Cola,68527.3000000002,2008.9,68320.5999999999,1
Amazon,68392.7999999967,2017.1,64796,5
Coca-Cola,68376.1999999997,2017.4,68715.4000000002,5
IBM,68351.6000000002,2010.7,67833.7999999995,2
Coca-Cola,68320.5999999999,2008.8,68113.9000000001,1
Coca-Cola,68311.6999999999,2003.7,68617.6000000003,1
Google,68285.1000000013,2011.9,66844.1999999993,4
Microsoft,68182.4999999995,2015.1,67670,4
Microsoft,68144.7999999995,2000.4,68657.6000000002,2
Coca-Cola,68113.9000000001,2008.7,67907.1999999998,1
Coca-Cola,68037,2017.5,68376.1999999997,5
Coca-Cola,68005.8000000001,2003.8,68311.6999999999,1
IBM,67954.6000000006,2014.6,68669.5,4
Apple,67952.799999998,2011.8,63645.200000002,3
Coca-Cola,67907.1999999998,2008.6,67700.5,1
IBM,67833.7999999995,2010.6,67316,2
Coca-Cola,67700.5,2008.5,67493.8000000002,1
Coca-Cola,67699.8999999997,2003.9,68005.8000000001,1
Coca-Cola,67697.8000000003,2017.6,68037,5
Microsoft,67670,2015,67018.4000000006,4
Microsoft,67632,2000.5,68144.7999999995,2
Coca-Cola,67525,2005,67511.9,1
Coca-Cola,67511.9,2004.9,67498.8,1
Coca-Cola,67498.8,2004.8,67485.7,1
Coca-Cola,67493.8000000002,2008.4,67287.0999999999,1
Coca-Cola,67485.7,2004.7,67472.6,1
Coca-Cola,67472.6,2004.6,67459.5,1
Coca-Cola,67472.5,2005.1,67525,1
Coca-Cola,67459.5,2004.5,67446.4,1
Coca-Cola,67446.4,2004.4,67433.3,1
Coca-Cola,67433.3,2004.3,67420.2,1
Coca-Cola,67420.2,2004.2,67407.1,1
Coca-Cola,67420,2005.2,67472.5,1
Coca-Cola,67407.1,2004.1,67394,1
Coca-Cola,67394,2004,67699.8999999997,1
Coca-Cola,67367.5,2005.3,67420,1
Coca-Cola,67358.5999999998,2017.7,67697.8000000003,5
IBM,67316,2010.5,66798.2000000005,2
Coca-Cola,67315,2005.4,67367.5,1
Coca-Cola,67287.0999999999,2008.3,67080.4000000001,1
Coca-Cola,67262.5,2005.5,67315,1
IBM,67239.6999999997,2014.7,67954.6000000006,4
Coca-Cola,67210,2005.6,67262.5,1
Coca-Cola,67157.5,2005.7,67210,1
Microsoft,67119.2000000005,2000.6,67632,2
Coca-Cola,67105,2005.8,67157.5,1
Coca-Cola,67080.4000000001,2008.2,66873.6999999998,1
Coca-Cola,67052.5,2005.9,67105,1
Coca-Cola,67019.4000000002,2017.8,67358.5999999998,5
Microsoft,67018.4000000006,2014.9,66366.7999999997,4
Coca-Cola,67000,2006,67052.5,1
Coca-Cola,66873.6999999998,2008.1,66667,1
Google,66844.1999999993,2011.8,65403.3000000007,4
Coca-Cola,66832.4000000002,2006.1,67000,1
IBM,66798.2000000005,2010.4,66280.3999999998,2
Coca-Cola,66680.1999999997,2017.9,67019.4000000002,5
Coca-Cola,66667,2008,66532.7000000001,1
Coca-Cola,66664.7999999999,2006.2,66832.4000000002,1
Microsoft,66606.3999999998,2000.7,67119.2000000005,2
Coca-Cola,66532.7000000001,2007.9,66398.3999999999,1
IBM,66524.8000000003,2014.8,67239.6999999997,4
Coca-Cola,66497.2000000001,2006.3,66664.7999999999,1
Coca-Cola,66398.3999999999,2007.8,66264.1000000001,1
Microsoft,66366.7999999997,2014.8,65715.2000000003,5
Coca-Cola,66341,2018,66680.1999999997,5
Coca-Cola,66329.5999999998,2006.4,66497.2000000001,1
IBM,66280.3999999998,2010.3,65762.6000000002,2
Coca-Cola,66264.1000000001,2007.7,66129.7999999999,1
Coca-Cola,66162,2006.5,66329.5999999998,1
Coca-Cola,66129.7999999999,2007.6,65995.5,1
Microsoft,66093.6000000002,2000.8,66606.3999999998,2
Coca-Cola,65995.5,2007.5,65861.2000000001,1
Coca-Cola,65994.4000000002,2006.6,66162,1
Coca-Cola,65861.2000000001,2007.4,65726.8999999999,1
Coca-Cola,65826.7999999999,2006.7,65994.4000000002,1
IBM,65809.8999999994,2014.9,66524.8000000003,5
IBM,65762.6000000002,2010.2,65244.7999999995,2
Coca-Cola,65726.8999999999,2007.3,65592.6000000001,1
Microsoft,65715.2000000003,2014.7,65063.5999999994,5
Coca-Cola,65659.2000000001,2006.8,65826.7999999999,1
Coca-Cola,65592.6000000001,2007.2,65458.2999999999,1
Microsoft,65580.7999999995,2000.9,66093.6000000002,2
Coca-Cola,65491.5999999998,2006.9,65659.2000000001,1
Coca-Cola,65458.2999999999,2007.1,65324,1
Google,65403.3000000007,2011.7,63962.3999999987,3
Coca-Cola,65324,2007,65491.5999999998,1
IBM,65244.7999999995,2010.1,64727,2
Microsoft,65174,2003,65065.7000000001,2
IBM,65095,2015,65809.8999999994,5
Microsoft,65068,2001,65580.7999999995,2
Microsoft,65065.7000000001,2002.9,64957.4,2
Microsoft,65063.5999999994,2014.6,64412,5
Microsoft,64970.3000000001,2001.1,65068,2
Microsoft,64957.4,2002.8,64849.1,2
Microsoft,64872.6,2001.2,64970.3000000001,2
Microsoft,64849.1,2002.7,64740.7999999999,2
Amazon,64796,2017,63350.2000000013,5
Microsoft,64793.8000000003,2003.1,65174,2
Microsoft,64774.9,2001.3,64872.6,2
Microsoft,64740.7999999999,2002.6,64632.5,2
IBM,64727,2010,64275.4000000004,2
Microsoft,64677.1999999999,2001.4,64774.9,2
Microsoft,64632.5,2002.5,64524.2000000001,2
Microsoft,64579.5,2001.5,64677.1999999999,2
Microsoft,64524.2000000001,2002.4,64415.9,2
Microsoft,64481.8000000001,2001.6,64579.5,2
Microsoft,64415.9,2002.3,64307.6,2
Microsoft,64413.5999999998,2003.2,64793.8000000003,2
Microsoft,64412,2014.5,63760.4000000006,5
Microsoft,64384.1,2001.7,64481.8000000001,2
Microsoft,64307.6,2002.2,64199.2999999999,2
Microsoft,64286.4,2001.8,64384.1,2
IBM,64275.4000000004,2009.9,63823.7999999998,2
Microsoft,64199.2999999999,2002.1,64091,2
Microsoft,64188.6999999999,2001.9,64286.4,2
Microsoft,64091,2002,64188.6999999999,2
Microsoft,64033.4000000002,2003.3,64413.5999999998,2
Google,63962.3999999987,2011.6,62521.5,3
IBM,63835.5000000011,2015.1,65095,5
IBM,63823.7999999998,2009.8,63372.2000000002,2
Microsoft,63760.4000000006,2014.4,63108.7999999997,5
Microsoft,63653.1999999997,2003.4,64033.4000000002,2
Apple,63645.200000002,2011.7,59337.5999999961,4
IBM,63372.2000000002,2009.7,62920.5999999996,2
Amazon,63350.2000000013,2016.9,61904.3999999993,5
Microsoft,63273,2003.5,63653.1999999997,2
Microsoft,63108.7999999997,2014.3,62457.2000000003,5
IBM,62920.5999999996,2009.6,62469,2
Microsoft,62892.8000000003,2003.6,63273,2
IBM,62575.9999999994,2015.2,63835.5000000011,5
Google,62521.5,2011.5,61080.6000000013,3
Microsoft,62512.5999999998,2003.7,62892.8000000003,2
IBM,62469,2009.5,62017.4000000004,2
Microsoft,62457.2000000003,2014.2,61805.5999999994,5
Microsoft,62132.4000000002,2003.8,62512.5999999998,2
IBM,62017.4000000004,2009.4,61565.7999999998,2
Amazon,61904.3999999993,2016.8,60458.6000000007,5
Microsoft,61805.5999999994,2014.1,61154,5
Microsoft,61752.1999999997,2003.9,62132.4000000002,2
IBM,61565.7999999998,2009.3,61114.2000000002,2
Microsoft,61372,2004,61752.1999999997,2
IBM,61316.5000000006,2015.3,62575.9999999994,5
Microsoft,61228.9000000001,2004.1,61372,2
Microsoft,61154,2014,60993.2000000001,5
IBM,61114.2000000002,2009.2,60662.5999999996,2
Microsoft,61085.7999999999,2004.2,61228.9000000001,2
Google,61080.6000000013,2011.4,59639.6999999993,3
Microsoft,60993.2000000001,2013.9,60832.3999999999,5
Microsoft,60942.7000000001,2004.3,61085.7999999999,2
Microsoft,60895,2010,60470.2000000004,3
Microsoft,60832.3999999999,2013.8,60671.6000000001,5
Microsoft,60799.5999999999,2004.4,60942.7000000001,2
Microsoft,60714.2000000002,2010.1,60895,3
Microsoft,60671.6000000001,2013.7,60510.7999999999,5
IBM,60662.5999999996,2009.1,60211,2
Microsoft,60656.5,2004.5,60799.5999999999,2
Microsoft,60533.3999999999,2010.2,60714.2000000002,3
Microsoft,60513.4000000001,2004.6,60656.5,2
Microsoft,60510.7999999999,2013.6,60350,5
Microsoft,60470.2000000004,2009.9,60045.3999999998,3
Amazon,60458.6000000007,2016.7,59012.7999999987,5
Microsoft,60370.2999999999,2004.7,60513.4000000001,2
Microsoft,60352.6000000001,2010.3,60533.3999999999,3
Microsoft,60350,2013.5,60189.2000000001,5
Microsoft,60227.2000000001,2004.8,60370.2999999999,2
IBM,60211,2009,60093.0000000001,2
Microsoft,60189.2000000001,2013.4,60028.3999999999,5
Microsoft,60171.7999999998,2010.4,60352.6000000001,3
IBM,60093.0000000001,2008.9,59974.9999999999,2
Microsoft,60084.0999999999,2004.9,60227.2000000001,2
IBM,60056.9999999989,2015.4,61316.5000000006,5
Microsoft,60045.3999999998,2009.8,59620.6000000002,3
Microsoft,60028.3999999999,2013.3,59867.6000000001,5
Microsoft,59991,2010.5,60171.7999999998,3
IBM,59974.9999999999,2008.8,59857.0000000001,2
Microsoft,59941,2005,60084.0999999999,2
Samsung,59890,2018,59525.9000000003,6
Microsoft,59867.6000000001,2013.2,59706.7999999999,5
IBM,59857.0000000001,2008.7,59738.9999999999,2
Microsoft,59810.2000000002,2010.6,59991,3
IBM,59738.9999999999,2008.6,59621,2
Microsoft,59706.7999999999,2013.1,59546,5
Google,59639.6999999993,2011.3,58198.8000000007,3
Microsoft,59639.5000000003,2005.1,59941,2
Microsoft,59629.3999999999,2010.7,59810.2000000002,3
IBM,59621,2008.5,59503.0000000001,2
Microsoft,59620.6000000002,2009.7,59195.7999999996,3
Microsoft,59546,2013,59376.7000000002,5
Samsung,59525.9000000003,2017.9,59161.7999999998,6
IBM,59503.0000000001,2008.4,59384.9999999999,2
Microsoft,59448.6000000001,2010.8,59629.3999999999,3
IBM,59384.9999999999,2008.3,59267.0000000001,2
Microsoft,59376.7000000002,2012.9,59207.3999999999,5
Microsoft,59337.9999999999,2005.2,59639.5000000003,2
Apple,59337.5999999961,2011.6,55030,4
Microsoft,59267.7999999998,2010.9,59448.6000000001,3
IBM,59267.0000000001,2008.2,59148.9999999999,2
Microsoft,59207.3999999999,2012.8,59038.1000000001,5
Microsoft,59195.7999999996,2009.6,58771,3
Samsung,59161.7999999998,2017.8,58797.7000000002,6
IBM,59148.9999999999,2008.1,59031,2
Microsoft,59087,2011,59267.7999999998,3
Microsoft,59038.1000000001,2012.7,58868.7999999998,5
Microsoft,59036.5000000001,2005.3,59337.9999999999,2
IBM,59031,2008,58836.9000000002,2
Amazon,59012.7999999987,2016.6,57567,5
Microsoft,59007,2008,58977.2,3
Microsoft,58977.2,2007.9,58947.4,2
Microsoft,58963.6000000001,2011.1,59087,3
Microsoft,58947.4,2007.8,58917.6,2
Microsoft,58917.6,2007.7,58887.8,2
Microsoft,58887.8,2007.6,58858,2
Microsoft,58868.7999999998,2012.6,58699.5,5
Microsoft,58858,2007.5,58828.2,2
Microsoft,58840.1999999999,2011.2,58963.6000000001,3
IBM,58836.9000000002,2007.9,58642.7999999999,3
Microsoft,58828.2,2007.4,58798.4,2
